family_id,review_status,manual_anchor_type,manual_anchor_time,review_note
kalshi_event::KXBTC-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181015,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181030,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181045,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181115,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181130,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181145,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTC15M-26JUN181215,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTCD-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXBTCD-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2GAME-26JUN180630EXMANAPSNA,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2GAME-26JUN180800PHAJJH,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2GAME-26JUN180945BETAUR,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2GAME-26JUN181000G1HOTU,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN180800PHAJJH-2,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN180900INFOXUJI-1,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN180900INFOXUJI-2,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN180945BETAUR-1,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN180945BETAUR-2,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN181000G1HOTU-1,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN181000G1HOTU-2,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2MAP-26JUN181100KOLECH-1,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2TOTALMAPS-26JUN180630EXMANAPSNA,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2TOTALMAPS-26JUN180800PHAJJH,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2TOTALMAPS-26JUN180945BETAUR,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXCS2TOTALMAPS-26JUN181000G1HOTU,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181015,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181030,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181045,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181115,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181130,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181145,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGE15M-26JUN181215,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGED-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOGED-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXDOTA2MAP-26JUN181000AMAEB-1,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181015,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181030,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181045,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181115,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181130,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181145,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETH15M-26JUN181215,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETHD-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETHD-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXETHD-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHIGHCHI-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHIGHTHOU-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHIGHTMIN-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHIGHTSEA-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181015,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181030,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181045,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181115,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181130,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181145,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPE15M-26JUN181215,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPED-26JUN1810,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPED-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXHYPED-26JUN1812,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXINXU-26JUN18H1100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXINXU-26JUN18H1200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18AGEDIB,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18AUBKOP,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18AVAHYS,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18BIEHIP,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18CHABAB,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18DYEPER,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18GARPAL,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18GONDOM,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18INCBOU,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18KOVGAL,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18MALMAJ,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18PERGUI,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18POGBON,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18POPBRO,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18RATDEL,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18SCHBOO,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18SILECH,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18STABUT,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFMATCH-26JUN18ZICLIE,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18CCUZOR,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18CEXBAL,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18DRASAR,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18HURBOS,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18JANGLU,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18LOPGON,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18PAWEWA,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18PERCOL,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18SLANOE,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18THOMAQ,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXITFWMATCH-26JUN18VERDAN,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXKOSPI-JUN,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLIUKELIMINATION-26JUN17,reviewed_separate_deadline,deadline_window,,Unknown occurrence time before a known deadline; analyze separately.
kalshi_event::KXLOLGAME-26JUN180500NSEAKTC,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLOLTOTALMAPS-26JUN180500NSEAKTC,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLOWTLAX-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLOWTNOLA-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLOWTSATX-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXLOWTSFO-26JUN17,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXNASDAQ100U-26JUN18H1100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXNASDAQ100U-26JUN18H1200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXOWGAME-26JUN180700T12ELMT,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXOWGAME-26JUN180830TSSSE,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXPGAHOLESCORE-USO26R1RMCI,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXPGAHOLESCORE-USO26R1SSCH,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXPOLITICSMENTION-26JUN18,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSCOTUSMARIJUANAGUN,reviewed_exclude_unclear,exclude,,Decision timing is not known ex ante from the available family metadata.
kalshi_event::KXSOL15M-26JUN181015,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181030,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181045,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181100,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181115,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181130,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181145,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181200,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOL15M-26JUN181215,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
kalshi_event::KXSOLD-26JUN1811,reviewed_include_fixed,scheduled_absolute,,Structured Kalshi event with a contract-level scheduled close; use each contract scheduled_end_time.
